iter	Logloss
138	0.4356530727
139	0.4346478342
140	0.433696396
141	0.4326262638
142	0.4316605316
143	0.4309186387
144	0.4299689107
145	0.4287424636
146	0.4276376045
147	0.4266137309
148	0.4253279149
149	0.4246237744
150	0.4235781089
151	0.4227105502
152	0.4220857291
153	0.4212067703
154	0.4204788208
155	0.4199074055
156	0.418847095
157	0.4178227392
158	0.4168518768
159	0.4157020744
160	0.4148695935
161	0.4136335
162	0.4128815223
163	0.4118923319
164	0.4112463765
165	0.41044073
166	0.4095779945
167	0.4087909392
168	0.4081022767
169	0.407681783
170	0.4068807843
171	0.4060593528
172	0.4053575362
173	0.4044160514
174	0.4037840394
175	0.4029506815
176	0.4018784446
177	0.4012423987
178	0.4004925256
179	0.3994109055
180	0.398869087
181	0.3980461208
182	0.3970829755
183	0.3964130796
184	0.3955786256
185	0.3947244403
186	0.3939833367
187	0.3934918546
188	0.3928610265
189	0.3920105682
190	0.3915934946
191	0.3909055337
192	0.3900849792
193	0.3890864054
194	0.3885795769
195	0.38790078
196	0.3870193657
197	0.3861149755
198	0.3851277582
199	0.3840406571
200	0.3832600911
201	0.3826193097
202	0.3820056258
203	0.3810683064
204	0.3800427229
205	0.3797299615
206	0.3789806147
207	0.37862006
208	0.3778800087
209	0.377064102
210	0.3764629145
211	0.3755409855
212	0.3749072195
213	0.3743693472
214	0.3735125311
215	0.3728044883
216	0.3724326649
217	0.3715194176
218	0.3708493463
219	0.3699968711
220	0.3695685726
221	0.3690334627
222	0.368289816
223	0.3673093072
224	0.366693694
225	0.3663294562
226	0.3656471516
227	0.3648984624
228	0.3644750091
229	0.3638029427
230	0.3632131116
231	0.3627947446
232	0.3622241185
233	0.3616443502
234	0.3610528749
235	0.3605113852
236	0.3598446462
237	0.3593099748
238	0.3584041157
239	0.3577275331
240	0.3569781205
241	0.3564696038
242	0.3560942069
243	0.3553285489
244	0.3548682202
245	0.3545123791
246	0.3537898667
247	0.3533565477
248	0.3528136988
249	0.3520443577
250	0.3516758667
251	0.3511893393
252	0.3506980984
253	0.3500220419
254	0.3495383208
255	0.3492071656
256	0.3486308394
257	0.3482666016
258	0.3478259383
259	0.3473419102
260	0.3468318369
261	0.346249394
262	0.3456691435
263	0.3450324179
264	0.3445948458
265	0.3437575855
266	0.3432020867
267	0.3427665535
268	0.3423544566
269	0.3415723121
270	0.3409304564
271	0.340527107
272	0.3401599752
273	0.3394076906
274	0.3390265936
275	0.3385674049
276	0.3381956692
277	0.3377262861
278	0.3370650719
279	0.3365277257
280	0.3361727177
281	0.3357735557
282	0.3351735521
283	0.3345144864
284	0.3340901342
285	0.3334964226
286	0.3330608017
287	0.3325598267
288	0.3319207115
289	0.3313098337
290	0.3308233064
291	0.3300775988
292	0.3297609351
293	0.3292434298
294	0.3287067194
295	0.3281075927
296	0.3276496975
297	0.3270157781
298	0.3266217462
299	0.3262202822
300	0.3257656317
301	0.3253453134
302	0.324945691
303	0.3246228448
304	0.3242473822
305	0.3240419147
306	0.3236332597
307	0.3231718129
308	0.3223340045
309	0.3218768986
310	0.321255081
311	0.3208374593
312	0.3206413532
313	0.3202136248
314	0.3198261042
315	0.3194266571
316	0.3187265944
317	0.3181942688
318	0.3178367176
319	0.3172890455
320	0.3169863032
321	0.3166121998
322	0.316094541
323	0.3156885169
324	0.3152582892
325	0.314913103
326	0.3143991054
327	0.3140199815
328	0.3136229241
329	0.3129808053
330	0.3122730474
331	0.3117341447
332	0.3113558977
333	0.3108227171
334	0.3105235045
335	0.3098567656
336	0.3094501057
337	0.3091748994
338	0.3087965428
339	0.3084054487
340	0.3081202014
341	0.3078284209
342	0.3076668443
343	0.3072808145
344	0.3066238973
345	0.3062726163
346	0.3060433399
347	0.3055977218
348	0.3054192203
349	0.305083812
350	0.3047583131
351	0.304330475
352	0.3039453002
353	0.3035680837
354	0.3032071782
355	0.3026892563
356	0.302302218
357	0.3016381319
358	0.3012627788
359	0.3010324062
360	0.3008567766
361	0.300510275
362	0.3001566262
363	0.2998256903
364	0.2992860641
365	0.2989412944
366	0.2985941569
367	0.2982262579
368	0.2978989174
369	0.2974352343
370	0.2968622405
371	0.2964986823
372	0.2960142815
373	0.2956115021
374	0.2953469945
375	0.29476214
376	0.2943519943
377	0.2939578528
378	0.2936009155
379	0.2931774622
380	0.2927632825
381	0.2924830557
382	0.2921273681
383	0.2915240101
384	0.2911657575
385	0.2907636357
386	0.2904628227
387	0.2899769312
388	0.2895845216
389	0.289286471
390	0.2891032778
391	0.2887696891
392	0.2883155428
393	0.2879935955
394	0.2874479184
395	0.2871969376
396	0.2865790663
397	0.2863703103
398	0.2859465062
399	0.2854967008
400	0.2850563663
401	0.2846705996
402	0.2844190926
403	0.2841981471
404	0.2839743077
405	0.2837828274
406	0.2836114291
407	0.2832734777
408	0.2829367977
409	0.2826451488
410	0.282205209
411	0.2819342778
412	0.2817014058
413	0.2814720855
414	0.2810637595
415	0.2808350311
416	0.2804768003
417	0.2801970339
418	0.2799372618
419	0.2796185811
420	0.2793722043
421	0.2788757237
422	0.27829521
423	0.2778640396
424	0.2777013011
425	0.2772527234
426	0.2768706837
427	0.2763175526
428	0.2756664452
429	0.2754279827
430	0.2752370725
431	0.2749302743
432	0.2747653216
433	0.2743024716
434	0.2739753285
435	0.2736571739
436	0.2735208314
437	0.2731830115
438	0.272818379
439	0.2726170989
440	0.27214537
441	0.2719369647
442	0.2715797205
443	0.2713362814
444	0.2708652102
445	0.2705225013
446	0.2702592433
447	0.2697381644
448	0.2694035892
449	0.2691643156
450	0.2688462707
451	0.268508385
452	0.268229364
453	0.267938592
454	0.267730099
455	0.2674184339
456	0.267024402
457	0.2667096237
458	0.2666096304
459	0.2664122307
460	0.2660447263
461	0.2657814903
462	0.2652721186
463	0.2650137276
464	0.2646797005
465	0.2643707977
466	0.2641732885
467	0.2639971108
468	0.2635718159
469	0.2632252485
470	0.2630262704
471	0.2627391596
472	0.262368542
473	0.2620992989
474	0.2618053261
475	0.2614924771
476	0.2610071774
477	0.260777309
478	0.2604307416
479	0.2601506463
480	0.2599020552
481	0.2594142344
482	0.2590819611
483	0.2585168378
484	0.258211684
485	0.2580000779
486	0.2576956036
487	0.2574925916
488	0.2571654484
489	0.2569061805
490	0.2565274951
491	0.256391613
492	0.256169089
493	0.2559198621
494	0.2556485801
495	0.2551841736
496	0.2549541736
497	0.254708038
498	0.254350728
499	0.2539616289
500	0.2537078638
501	0.2533768402
502	0.2530736594
503	0.2528912336
504	0.2526407351
505	0.2523367871
506	0.2520997058
507	0.2519225855
508	0.2512214924
509	0.2505058201
510	0.2503619578
511	0.2501721656
512	0.2501025584
513	0.2499094557
514	0.2495815672
515	0.2494072969
516	0.2492539417
517	0.2487633804
518	0.248520029
519	0.2481300749
520	0.2479555853
521	0.247702763
522	0.2474694526
523	0.2473550994
524	0.2470890791
525	0.2467234381
526	0.2465756515
527	0.246389104
528	0.246009169
529	0.2458964381
530	0.2457813614
531	0.2455014196
532	0.2452939351
533	0.2449197879
534	0.2447181351
535	0.2445468245
536	0.2443168465
537	0.2440473622
538	0.2438439556
539	0.2431922781
540	0.2428763379
541	0.2426528054
542	0.2423848996
543	0.2421024805
544	0.24175679
545	0.241576118
546	0.2414110995
547	0.2410976366
548	0.2408798042
549	0.2405944254
550	0.2404404125
551	0.240319263
552	0.2402159592
553	0.2400455256
554	0.239739429
555	0.2394695063
556	0.2393045974
557	0.2391979612
558	0.2389304939
559	0.2386084809
560	0.238385628
561	0.2381330468
562	0.2378844119
563	0.237701416
564	0.2375420318
565	0.2372146694
566	0.2368948487
567	0.2367464701
568	0.2364622533
569	0.2362594166
570	0.2359756382
571	0.2356108304
572	0.2354838492
573	0.2351746833
574	0.2349500108
575	0.2347290653
576	0.2344096392
577	0.2341660686
578	0.2337474165
579	0.2335767417
580	0.2333148211
581	0.2330118377
582	0.2328731055
583	0.2326561939
584	0.2324980374
585	0.2320954772
586	0.2317426835
587	0.2315215407
588	0.2311957129
589	0.2308656758
590	0.2306188825
591	0.230287793
592	0.2299220644
593	0.2296632789
594	0.2294029587
595	0.2291921857
596	0.2290792794
597	0.2288772539
598	0.2284640827
599	0.2282291939
600	0.2280821307
601	0.2279329848
602	0.2277522032
603	0.2274792989
604	0.2270708851
605	0.2267751584
606	0.226571094
607	0.2263434838
608	0.2261738393
609	0.2259926412
610	0.2257828329
611	0.2255968554
612	0.2254635822
613	0.2252415405
614	0.2248964858
615	0.2245437797
616	0.2242550028
617	0.2239114169
618	0.2236302913
619	0.2234082715
620	0.2231747638
621	0.2229976873
622	0.2227741548
623	0.2226818129
624	0.2224239481
625	0.22206267
626	0.2219226881
627	0.2217490317
628	0.221486848
629	0.2213283407
630	0.221050964
631	0.2207516637
632	0.2205834444
633	0.2202941193
634	0.2200516449
635	0.2198511321
636	0.2195588912
637	0.2192763625
638	0.219041934
639	0.2186195549
640	0.218489044
641	0.218392405
642	0.2182287238
643	0.2180459472
644	0.2178300222
645	0.2176673275
646	0.2175691977
647	0.2174960169
648	0.2171162353
649	0.2169841021
650	0.2167206687
651	0.2165369056
652	0.2162788654
653	0.215983621
654	0.2156267933
655	0.2153833543
656	0.2152379135
657	0.2151232972
658	0.2148515767
659	0.2145999602
660	0.2143661894
661	0.2141693817
662	0.2140138122
663	0.2138468863
664	0.2137658349
665	0.2135282056
666	0.2133369884
667	0.2130092972
668	0.2126577312
669	0.2124480982
670	0.2122908844
671	0.2120701362
672	0.2117734449
673	0.2116805767
674	0.2112629112
675	0.2109774666
676	0.2108633984
677	0.2105872056
678	0.2103322128
679	0.2102638552
680	0.2101505323
681	0.2099793314
682	0.2098051926
683	0.2096069599
684	0.2093713695
685	0.2089354636
686	0.208812034
687	0.2084553598
688	0.2082196378
689	0.208063016
690	0.2079226176
691	0.2077521401
692	0.2075714462
693	0.2074203053
694	0.2073451733
695	0.2071239428
696	0.2069965012
697	0.206712942
698	0.2065017525
699	0.2063566186
700	0.2060755587
701	0.2059384489
702	0.2055295747
703	0.2052311294
704	0.2049608779
705	0.2046350063
706	0.2043646889
707	0.2042142276
708	0.2039503119
709	0.2034994542
710	0.2033502425
711	0.2032564097
712	0.203185794
713	0.2029323797
714	0.2026302732
715	0.2024627773
716	0.2022281734
717	0.2019798893
718	0.201669408
719	0.2015138823
720	0.2012268593
721	0.2010446307
722	0.200924117
723	0.2008032305
724	0.200590901
725	0.2004319553
726	0.2000686382
727	0.1998642889
728	0.1994750582
729	0.1992945616
730	0.1991286881
731	0.1988925057
732	0.1986402095
733	0.1985108387
734	0.1983560146
735	0.1981601934
736	0.1979470746
737	0.1977135669
738	0.1975022239
739	0.1973739492
740	0.197301185
741	0.1971871606
742	0.197107622
743	0.1969515702
744	0.1967763791
745	0.1965245214
746	0.1963853288
747	0.1962049418
748	0.1960021929
749	0.1958885631
750	0.1957023226
751	0.1954094898
752	0.1952540299
753	0.1951554836
754	0.1948629796
755	0.1944497426
756	0.1942864122
757	0.1938565134
758	0.1934350989
759	0.1931408849
760	0.1929829038
761	0.1927572667
762	0.1926225026
763	0.1925120299
764	0.1922819861
765	0.1919873336
766	0.1917922798
767	0.1916507414
768	0.1915074491
769	0.1913953321
770	0.1911775436
771	0.1909410323
772	0.1906990841
773	0.1904353657
774	0.1902203615
775	0.1900953534
776	0.1899528723
777	0.1897745461
778	0.1895666451
779	0.1894304122
780	0.1892790959
781	0.1891558417
782	0.1888164213
783	0.1887551669
784	0.1884162508
785	0.1882831091
786	0.1881258734
787	0.1877656476
788	0.1875785521
789	0.1873984282
790	0.1872712716
791	0.1868891223
792	0.1867439884
793	0.1866368261
794	0.186473123
795	0.1862600699
796	0.1861224997
797	0.1859165937
798	0.1857792646
799	0.1855200625
800	0.1853676719
801	0.1850487501
802	0.1848110331
803	0.1845832474
804	0.18441904
805	0.1841557163
806	0.1839802402
807	0.1837594701
808	0.1836368407
809	0.1835577954
810	0.1833079108
811	0.1831189627
812	0.1830361903
813	0.1828745042
814	0.1826889433
815	0.1825540477
816	0.1823692322
817	0.1822835001
818	0.182024298
819	0.1817161078
820	0.1816411292
821	0.1814427211
822	0.1813030024
823	0.1812591772
824	0.1810805003
825	0.1810021236
826	0.1808745505
827	0.1807884896
828	0.180712952
829	0.180485561
830	0.1802115714
831	0.1801234717
832	0.1799963699
833	0.1796284928
834	0.1795572522
835	0.1793971336
836	0.1792482069
837	0.1790766223
838	0.1789736474
839	0.178900335
840	0.1786528182
841	0.1784225552
842	0.1783097147
843	0.1781115367
844	0.177910739
845	0.1777319853
846	0.1774065522
847	0.1772622953
848	0.1770380612
849	0.1769081094
850	0.1767383882
851	0.1764644316
852	0.1761687487
853	0.1759921326
854	0.1759067623
855	0.1757769749
856	0.1754792751
857	0.1753685831
858	0.175146366
859	0.1748837438
860	0.1746423875
861	0.174417419
862	0.1741927684
863	0.1740776807
864	0.1740220278
865	0.1737873143
866	0.1736304842
867	0.1734824564
868	0.1732264442
869	0.1731652994
870	0.1730207684
871	0.1728975581
872	0.1727006298
873	0.1725039427
874	0.172322339
875	0.1721436073
876	0.1720245734
877	0.1718688943
878	0.1716423144
879	0.1715032095
880	0.1713309343
881	0.1712242543
882	0.1710280276
883	0.170939577
884	0.1708425105
885	0.1706584404
886	0.1704781521
887	0.1701832366
888	0.1700488891
889	0.1698639749
890	0.1695277225
891	0.1693833231
892	0.1692522202
893	0.1689710727
894	0.1688556671
895	0.1687628209
896	0.1686238914
897	0.1684848413
898	0.1683542537
899	0.1682336741
900	0.1680128163
901	0.1677864119
902	0.1676479098
903	0.1674969662
904	0.1673850904
905	0.1672625268
906	0.1671673676
907	0.1670656972
908	0.1668522166
909	0.1666110905
910	0.1664159709
911	0.1662665619
912	0.1660154058
913	0.1658445117
914	0.1657486839
915	0.1656698358
916	0.1655774171
917	0.1653689132
918	0.1651879234
919	0.1650851896
920	0.1649821161
921	0.1648490511
922	0.164613954
923	0.1644314952
924	0.1643308004
925	0.1641688731
926	0.1639809883
927	0.1638513105
928	0.1636359226
929	0.1635284314
930	0.163395487
931	0.1633053484
932	0.163115326
933	0.163008383
934	0.1628806673
935	0.1628654195
936	0.1627343496
937	0.1625948939
938	0.1624909763
939	0.1623473441
940	0.1621986258
941	0.1620424534
942	0.1618299375
943	0.1616863382
944	0.1615852707
945	0.1613282828
946	0.1612374865
947	0.1610956959
948	0.1610055573
949	0.160971784
950	0.1608942076
951	0.1606576854
952	0.160606176
953	0.1603771955
954	0.1602443279
955	0.1600575721
956	0.15995896
957	0.1598089043
958	0.1597018187
959	0.1596020885
960	0.1594124169
961	0.1593206998
962	0.1590281848
963	0.1588707299
964	0.1587768533
965	0.1585515121
966	0.1582884186
967	0.1581635311
968	0.1579980302
969	0.1579323582
970	0.1576751183
971	0.1575325385
972	0.157486521
973	0.1573866263
974	0.157299535
975	0.157283772
976	0.1571652971
977	0.1570568194
978	0.1569691362
979	0.1568104316
980	0.1566793398
981	0.1564479587
982	0.156319969
983	0.1561442627
984	0.1560365633
985	0.15594432
986	0.1559030927
987	0.1556458418
988	0.1555677392
989	0.1555412227
990	0.1553937101
991	0.1552803653
992	0.1550094232
993	0.1549332498
994	0.1548161233
995	0.1546945462
996	0.1546816661
997	0.1544556015
998	0.1542699638
999	0.154110207
